# emapper version: emapper-1.0.3 emapper DB: 4.5.1
# command: ./emapper.py  -i ../Mcavernosa.proteins.fasta --output Mcavernosa_euk -d euk --usemem --cpu 60
# time: Tue Jul 10 03:58:24 2018
#query_name	eggNOG annot
Mcavernosa00601	chromosome 7 open reading frame 31
Mcavernosa00617	Myeloid lymphoid or mixed-lineage leukemia
Mcavernosa00604	phytanoyl-CoA dioxygenase
Mcavernosa00606	3-hydroxyisobutyryl-CoA hydrolase
Mcavernosa00636	serologically defined colon cancer antigen 8
Mcavernosa00632	Rho guanine nucleotide exchange factor (GEF) 33
Mcavernosa00643	C1q and tumor necrosis factor related protein
Mcavernosa00646	Peroxisomal biogenesis factor 6
Mcavernosa00638	NA
Mcavernosa00641	C1q and tumor necrosis factor related protein
Mcavernosa00640	NA
Mcavernosa00639	NA
Mcavernosa00644	WD domain, G-beta repeat
Mcavernosa00658	NA
Mcavernosa00664	Tryp_SPc
Mcavernosa00666	TNF receptor-associated factor
Mcavernosa00667	TNF receptor-associated factor
Mcavernosa00674	splA ryanodine receptor domain and SOCS box containing
Mcavernosa00678	forkhead-associated (FHA) phosphopeptide binding domain 1
Mcavernosa00672	potassium voltage-gated channel shaker-related subfamily member
Mcavernosa00673	Mitochondrial
Mcavernosa00671	UbiA prenyltransferase domain containing 1
Mcavernosa00686	chromosome 7 open reading frame 25
Mcavernosa00684	chromosome 7 open reading frame 25
Mcavernosa00681	Solute carrier family 8 sodium calcium exchanger member
Mcavernosa00683	G protein-coupled receptor 98
Mcavernosa00689	von Willebrand factor A domain containing 7
Mcavernosa00695	Solute carrier family 2 (Facilitated glucose transporter) member
Mcavernosa00696	Endothelin converting enzyme
Mcavernosa00717	5-3 exoribonuclease 1
Mcavernosa00714	5-3 exoribonuclease 1
Mcavernosa00719	5-3 exoribonuclease 1
Mcavernosa00722	ATP-binding cassette, sub-family C (CFTR MRP), member
Mcavernosa00708	5-3 exoribonuclease 1
Mcavernosa00725	NA
Mcavernosa00734	Purple acid phosphatase
Mcavernosa00728	Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors
Mcavernosa00718	5-3 exoribonuclease 1
Mcavernosa00724	ATP-binding cassette, sub-family C (CFTR MRP), member
Mcavernosa00727	UV radiation resistance
Mcavernosa00726	acid-sensing (proton-gated) ion channel
Mcavernosa00741	NA
Mcavernosa00737	Purple acid phosphatase
Mcavernosa00732	Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors
Mcavernosa00744	Purple acid phosphatase
Mcavernosa00733	Purple acid phosphatase
Mcavernosa00751	NA
Mcavernosa00746	NA
Mcavernosa00756	NA
Mcavernosa00764	pleckstrin homology domain containing, family M (with RUN domain) member 2
Mcavernosa00774	golgin subfamily A
Mcavernosa00783	NA
Mcavernosa00782	coiled-coil domain containing 105
Mcavernosa00787	ADAM metallopeptidase with thrombospondin type 1 motif
Mcavernosa00792	Bacterial protein of unknown function (DUF885)
Mcavernosa00790	ADAM metallopeptidase with thrombospondin type 1, motif
Mcavernosa00785	Notch ligand involved in the mediation of Notch signaling (By similarity)
Mcavernosa00788	ADAM metallopeptidase with thrombospondin type 1, motif
Mcavernosa00794	DNA-directed RNA polymerases I, II and III
Mcavernosa00793	Bacterial protein of unknown function (DUF885)
Mcavernosa00795	Ribosome biogenesis protein bms1
Mcavernosa00804	beta-galactosidase
Mcavernosa00801	MYCBP AMY-1-associated, testis expressed 1
Mcavernosa00798	ADAM metallopeptidase with thrombospondin type 1 motif
Mcavernosa00799	IQ calmodulin-binding motif
Mcavernosa00796	Thrombospondin type 1 domain
Mcavernosa00800	Chromosome 11 open reading frame 1
Mcavernosa00805	beta-galactosidase
Mcavernosa00807	WD repeat domain 44
Mcavernosa00811	kiaa1704
Mcavernosa00809	solute carrier family 5
Mcavernosa00806	TBC1 domain family member
Mcavernosa00810	Peptidyl-prolyl cis-trans isomerase
Mcavernosa00812	RAS p21 protein activator
Mcavernosa00814	RAS p21 protein activator
Mcavernosa00817	frizzled family receptor
Mcavernosa00819	Retinoblastoma-like
Mcavernosa00820	Retinoblastoma-like
Mcavernosa00822	FA58C
Mcavernosa00823	factor iif
Mcavernosa00824	Ring finger protein
Mcavernosa00840	transcriptional adaptor 3
Mcavernosa00828	Homocysteine s-methyltransferase
Mcavernosa00836	Calcium binding protein
Mcavernosa00833	member RAS oncogene family
Mcavernosa00839	zinc finger
Mcavernosa00835	emopamil binding protein (sterol isomerase)
Mcavernosa00832	synthetase
Mcavernosa00825	nucleoside diphosphate kinase
Mcavernosa00841	Binds to actin and affects the structure of the cytoskeleton. At high concentrations, profilin prevents the polymerization of actin, whereas it enhances it at low concentrations (By
Mcavernosa00845	frizzled family receptor
Mcavernosa00842	replication factor c
Mcavernosa00849	frizzled family receptor
Mcavernosa00857	frizzled family receptor
Mcavernosa00860	dna replication licensing factor
Mcavernosa00850	frizzled family receptor
Mcavernosa00858	frizzled family receptor
Mcavernosa00851	Inherit from NOG: Apolipoprotein B receptor
Mcavernosa00856	frizzled family receptor
Mcavernosa00855	frizzled family receptor
Mcavernosa00867	DCN1, defective in cullin neddylation 1, domain containing
Mcavernosa00870	phospholipid scramblase
Mcavernosa00861	RAN binding protein 2
Mcavernosa00866	sorting nexin 24
Mcavernosa00869	RinG-box protein
Mcavernosa00865	Protein CWC15 homolog
Mcavernosa00884	apoptosis-inducing factor, mitochondrion-associated 2
Mcavernosa00880	ectodysplasin A
Mcavernosa00883	Zinc finger, FYVE domain containing 20
Mcavernosa00879	Tumor necrosis factor (Ligand) superfamily member
Mcavernosa00877	ectodysplasin A
Mcavernosa00874	ectodysplasin A
Mcavernosa00873	C1q and tumor necrosis factor related protein
Mcavernosa00875	C1q and tumor necrosis factor related protein
Mcavernosa00882	Arylsulfatase
Mcavernosa00876	ectodysplasin A
Mcavernosa00888	HAUS augmin-like complex, subunit 5
Mcavernosa00887	Sterile alpha motif (SAM)/Pointed domain
Mcavernosa00890	transforming growth factor beta regulator 1
Mcavernosa00889	V-ets erythroblastosis virus E26 oncogene homolog (Avian)
Mcavernosa00892	transforming growth factor beta regulator 1
Mcavernosa00896	phosphohistidine phosphatase 1
Mcavernosa00893	NA
Mcavernosa00900	Notch ligand involved in the mediation of Notch signaling (By similarity)
Mcavernosa00902	Universal stress protein
Mcavernosa00906	nudix (nucleoside diphosphate linked moiety X)-type motif 19
Mcavernosa00903	Solute carrier family 25
Mcavernosa00921	SNAP-associated protein
Mcavernosa00908	centriolin
Mcavernosa00923	Spinster homolog
Mcavernosa00920	acyl-CoA dehydrogenase
Mcavernosa00928	casein kinase ii
Mcavernosa00925	pre-mRNA-splicing factor SYF1
Mcavernosa00930	The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH. The proteasome has an ATP-dependent proteolytic activity (By similarity)
Mcavernosa00932	deoxyhypusine synthase
Mcavernosa00926	neuropeptide FF receptor
Mcavernosa00927	polymerase (DNA directed), epsilon 3, accessory subunit
Mcavernosa00924	crumbs homolog 2 (Drosophila)
Mcavernosa00931	Component of the coenzyme Q biosynthetic pathway. May play a role in organizing a multi-subunit COQ enzyme complex required for coenzyme Q biosynthesis. Required for steady-state levels of other COQ polypeptides (By similarity)
Mcavernosa00933	deoxynucleotidyltransferase, terminal, interacting protein 2
Mcavernosa00934	chromosome 9 open reading frame 117
Mcavernosa00935	Microtubule associated monoxygenase, calponin and LIM domain containing
Mcavernosa00943	autophagy protein
Mcavernosa00947	family with sequence similarity 73, member
Mcavernosa00945	integrator complex subunit 5
Mcavernosa00949	NA
Mcavernosa00946	integrator complex subunit 5
Mcavernosa00948	NA
Mcavernosa00954	Transcription factor
Mcavernosa00953	NA
Mcavernosa00952	hephaestin-like 1
Mcavernosa00959	Fc fragment of IgE, low affinity II, receptor for (CD23)
Mcavernosa00961	tetratricopeptide repeat domain 16
Mcavernosa00965	SWT1 RNA endoribonuclease homolog (S. cerevisiae)
Mcavernosa00967	TLC domain containing
Mcavernosa00974	Electron carrier protein. The oxidized form of the cytochrome c heme group can accept an electron from the heme group of the cytochrome c1 subunit of cytochrome reductase. Cytochrome c then transfers this electron to the cytochrome oxidase complex, the final protein carrier in the mitochondrial electron-transport chain
Mcavernosa00970	Ribosome biogenesis protein
Mcavernosa00982	H6 family homeobox
Mcavernosa00972	Ribosomal protein
Mcavernosa00980	NA
Mcavernosa00979	homeobox
Mcavernosa00975	functions as component of the Arp2 3 complex which is involved in regulation of actin polymerization and together with an activating nucleation-promoting factor (NPF) mediates the formation of branched actin networks (By similarity)
Mcavernosa00971	Flotillin
Mcavernosa00981	homeobox
Mcavernosa00973	Essential component of the cytosolic iron-sulfur (Fe S) protein assembly machinery. Required for the maturation of extramitochondrial Fe S proteins (By similarity)
Mcavernosa00978	homeobox
Mcavernosa00983	homeobox
Mcavernosa00991	ERI1 exoribonuclease family member
Mcavernosa00987	glutathione Stransferase
Mcavernosa00988	Inherit from NOG: ATPase family, AAA domain containing 5
Mcavernosa00992	ERI1 exoribonuclease family member
Mcavernosa00997	kelch-like
Mcavernosa00993	kelch-like ECH-associated protein 1
Mcavernosa00998	Kelch-like 18 (Drosophila)
Mcavernosa01003	acyl-CoA dehydrogenase
Mcavernosa01012	serine arginine repetitive matrix
Mcavernosa01009	mitochondrial ribosomal protein L44
Mcavernosa01006	solute carrier family 12 (potassium chloride transporters), member 9
Mcavernosa01019	Male germ cell-associated kinase
Mcavernosa01021	chromosome 11 open reading frame 31
Mcavernosa01011	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase
Mcavernosa01027	Peptidyl-trna hydrolase
Mcavernosa01022	Tubulin folding cofactor E
Mcavernosa01029	to Major facilitator superfamily domain-containing protein 1
Mcavernosa01025	anaphase promoting complex subunit 7
Mcavernosa01024	anaphase promoting complex subunit 7
Mcavernosa01041	NACHT domain
Mcavernosa01030	Major facilitator superfamily
Mcavernosa01032	NA
Mcavernosa01040	NACHT domain
Mcavernosa01031	EXOnuclease
Mcavernosa01036	protein 2 3 complex subunit
Mcavernosa01039	ubiquitin carboxyl-terminal hydrolase
Mcavernosa01052	syntaxin
Mcavernosa01049	Ureidopropionase, beta
Mcavernosa01042	minichromosome maintenance complex component 3 associated protein
Mcavernosa01050	sterile alpha motif domain containing 15
Mcavernosa01045	solute carrier family 15, member
Mcavernosa01051	GTP-binding nuclear protein
Mcavernosa01047	synthetase
Mcavernosa01059	Ankyrin repeat
Mcavernosa01062	Tissue factor pathway inhibitor (Lipoprotein-associated coagulation inhibitor)
Mcavernosa01061	intraflagellar transport 172 homolog (Chlamydomonas)
Mcavernosa01063	Tissue factor pathway inhibitor (Lipoprotein-associated coagulation inhibitor)
Mcavernosa01056	protein phosphatase, Mg2 Mn2 dependent, 1D
Mcavernosa01058	Ribosomal protein
Mcavernosa01057	ATPase CA transporting
Mcavernosa01054	Carboxyvinyl-carboxyphosphonate phosphorylmutase
Mcavernosa01055	protein phosphatase, Mg2 Mn2 dependent, 1D
Mcavernosa01064	Serine protease inhibitor that plays an essential role in male reproduction and fertility. Modulates the hydrolysis of SEMG1 by KLK3 PSA (a serine protease), provides antimicrobial protection for spermatozoa in the ejaculate coagulum, and binds SEMG1 thereby inhibiting sperm motility
Mcavernosa01066	NA
Mcavernosa01073	SET and MYND domain containing 4
Mcavernosa01077	Coronin, actin binding protein
Mcavernosa01071	aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase)
Mcavernosa01065	SET domain containing 6
Mcavernosa01070	aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase)
Mcavernosa01082	mannose receptor, C type 1
Mcavernosa01081	S. cerevisiae
Mcavernosa01076	sphingomyelin phosphodiesterase 4, neutral membrane (neutral sphingomyelinase-3)
Mcavernosa01079	Snf2-related CREBBP activator protein
Mcavernosa01089	Glycosyltransferase-like
Mcavernosa01093	aryl hydrocarbon receptor interacting
Mcavernosa01095	DNA polymerase delta subunit
Mcavernosa01088	chromosome 12 open reading frame 10
Mcavernosa01090	NA
Mcavernosa01100	Galactose binding lectin domain
Mcavernosa01102	Galactose binding lectin domain
Mcavernosa01096	INO80 complex subunit B
Mcavernosa01101	Galactose binding lectin domain
Mcavernosa01097	Carboxypeptidase
Mcavernosa01092	Transducin beta-like protein
Mcavernosa01117	Yippee-like
Mcavernosa01118	Two pore segment channel 1
Mcavernosa01114	solute carrier family 22
Mcavernosa01115	DEP domain containing MTOR-interacting protein
Mcavernosa01116	Dehydrogenase
Mcavernosa01108	Inherit from KOG: G- protein-coupled receptor
Mcavernosa01112	solute carrier family 22
Mcavernosa01111	matrilin 1, cartilage matrix protein
Mcavernosa01107	Inherit from KOG: Carboxypeptidase
Mcavernosa01124	peptidylprolyl
Mcavernosa01126	tetratricopeptide repeat domain 28
Mcavernosa01125	NA
Mcavernosa01127	tetratricopeptide repeat domain 28
Mcavernosa01132	Ion channel
Mcavernosa01131	EamA-like transporter family
Mcavernosa01134	PQ loop repeat
Mcavernosa01144	SYNtaxin
Mcavernosa01142	transmembrane 9 superfamily
Mcavernosa01143	NA
Mcavernosa01140	NA
Mcavernosa01141	Prolactin regulatory element binding
Mcavernosa29438	Down syndrome cell adhesion
Mcavernosa29440	to tyrosine kinase receptor
Mcavernosa29442	NA
Mcavernosa29447	GLI pathogenesis-related 2
Mcavernosa29451	Inherit from KOG: DNA helicase
Mcavernosa29474	NA
Mcavernosa29473	retinitis pigmentosa GTPase regulator interacting protein 1
Mcavernosa29471	Notch ligand involved in the mediation of Notch signaling (By similarity)
Mcavernosa29477	NA
Mcavernosa29468	NA
Mcavernosa29479	Leucine-rich repeat kinase
Mcavernosa29484	Purple acid phosphatase
Mcavernosa29483	collagen, type XII, alpha 1
Mcavernosa29481	Calcium-binding EGF domain
Mcavernosa29482	collagen, type XII, alpha 1
Mcavernosa29487	Reverse transcriptase (RNA-dependent DNA polymerase)
Mcavernosa29498	C1q and tumor necrosis factor related protein
Mcavernosa29494	solute carrier family 9, subfamily A
Mcavernosa29493	nuclear receptor subfamily 2, group E, member 1
Mcavernosa29495	solute carrier family 9, subfamily A
Mcavernosa29501	Integrase core domain
Mcavernosa29505	Inherit from KOG: Growth factor receptor
Mcavernosa29507	NA
Mcavernosa29513	DNA replication complex GINS protein psf2
Mcavernosa29516	Catalyzes the synthesis of dihydrouridine, a modified base found in the D-loop of most tRNAs (By similarity)
Mcavernosa29522	Fatty acid desaturase
Mcavernosa29518	hepatocyte growth factor (hepapoietin A
Mcavernosa29519	hepatocyte growth factor (hepapoietin A
Mcavernosa29517	Kringle domain
Mcavernosa29531	NA
Mcavernosa29526	NA
Mcavernosa29524	Fatty acid desaturase
Mcavernosa29523	Fatty acid desaturase
Mcavernosa29533	poly ADP-ribose polymerase
Mcavernosa29535	NA
Mcavernosa29537	NA
Mcavernosa29542	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase
Mcavernosa29539	cullin-associated and neddylation-dissociated
Mcavernosa29536	poly ADP-ribose polymerase
Mcavernosa29545	zinc finger
Mcavernosa29544	Peptidyl-trna hydrolase
Mcavernosa29546	Sulfotransferase domain
Mcavernosa29549	NA
Mcavernosa29559	protein Hydra magnipapillata
Mcavernosa29562	NA
Mcavernosa29565	contactin associated protein-like
Mcavernosa29563	NA
Mcavernosa29568	Phospholipase A2, group
Mcavernosa29571	katanin p60
Mcavernosa29566	Piezo-type mechanosensitive ion channel component
Mcavernosa29574	mitogen-activated protein kinase kinase kinase 7
Mcavernosa29582	MULE transposase domain
Mcavernosa29598	UPF0764 protein C16orf89 homolog
Mcavernosa29587	nidogen 1
Mcavernosa29596	G2F domain
Mcavernosa29600	NA
Mcavernosa29609	Splicing factor 3A subunit 3
Mcavernosa29605	protein kinase kinase kinase
